,Monkey,Date,Ref Amp,Ref PW,Ref Freq,Ref Dur,Active Channels,Return Channels,Comp Amp,Comp PW,Misses,Hits,FAs,CRs
8536,Y,20170627,200,200,50,200,15,32,220,200,3,17,0,0
8537,Y,20170627,200,200,50,200,15,32,230,200,1,19,0,0
8538,Y,20170627,200,200,50,200,15,32,240,200,2,16,0,0
8539,Y,20170627,200,200,50,200,15,32,250,200,0,18,0,0
8540,Y,20170627,200,200,50,200,15,32,260,200,0,20,0,0
8541,Y,20170627,200,200,50,200,15,32,270,200,1,19,0,0
8542,Y,20170627,400,200,50,200,15,32,400,200,11,1,41,62
8543,Y,20170627,400,200,50,200,15,32,420,200,6,5,1,0
8544,Y,20170627,400,200,50,200,15,32,440,200,3,6,3,0
8545,Y,20170627,400,200,50,200,15,32,460,200,1,12,1,0
8546,Y,20170627,400,200,50,200,15,32,480,200,3,9,0,0
8547,Y,20170627,400,200,50,200,15,32,500,200,1,9,2,0
8548,Y,20170627,400,200,50,200,15,32,520,200,1,11,0,0
8549,Y,20170627,400,200,50,200,15,32,540,200,0,10,2,0
8550,Y,20170628,0,200,50,200,15,16,0,200,13,3,44,93
8551,Y,20170628,0,200,50,200,15,16,30,200,10,6,0,0
8552,Y,20170628,0,200,50,200,15,16,60,200,13,4,1,0
8553,Y,20170628,0,200,50,200,15,16,90,200,11,6,0,0
8554,Y,20170628,0,200,50,200,15,16,120,200,15,2,0,0
8555,Y,20170628,0,200,50,200,15,16,150,200,13,4,1,0
8556,Y,20170628,0,200,50,200,15,16,180,200,10,6,0,0
8557,Y,20170628,0,200,50,200,15,16,210,200,2,14,2,0
8558,Y,20170628,200,200,50,200,15,16,200,200,10,1,9,87
8559,Y,20170628,200,200,50,200,15,16,210,200,11,1,0,0
8560,Y,20170628,200,200,50,200,15,16,220,200,5,7,0,0
8561,Y,20170628,200,200,50,200,15,16,230,200,1,11,0,0
8562,Y,20170628,200,200,50,200,15,16,240,200,0,12,0,0
8563,Y,20170628,200,200,50,200,15,16,250,200,0,12,0,0
8564,Y,20170628,200,200,50,200,15,16,260,200,0,9,1,0
8565,Y,20170628,200,200,50,200,15,16,270,200,0,11,1,0
8566,Y,20170628,400,200,50,200,15,16,400,200,14,1,32,85
8567,Y,20170628,400,200,50,200,15,16,420,200,8,6,0,0
8568,Y,20170628,400,200,50,200,15,16,440,200,7,7,0,0
8569,Y,20170628,400,200,50,200,15,16,460,200,2,14,0,0
8570,Y,20170628,400,200,50,200,15,16,480,200,1,14,0,0
8571,Y,20170628,400,200,50,200,15,16,500,200,2,12,0,0
8572,Y,20170628,400,200,50,200,15,16,520,200,1,13,0,0
8573,Y,20170628,400,200,50,200,15,16,540,200,0,15,0,0
8574,Y,20170628,600,200,50,200,15,16,600,200,4,3,18,37
8575,Y,20170628,600,200,50,200,15,16,630,200,6,1,0,0
8576,Y,20170628,600,200,50,200,15,16,660,200,1,5,0,0
8577,Y,20170628,600,200,50,200,15,16,690,200,1,5,0,0
8578,Y,20170628,600,200,50,200,15,16,720,200,0,6,0,0
8579,Y,20170628,600,200,50,200,15,16,750,200,0,4,2,0
8580,Y,20170628,600,200,50,200,15,16,780,200,0,5,1,0
8581,Y,20170628,600,200,50,200,15,16,810,200,0,6,0,0
8582,Y,20170629,0,200,50,200,15,32,0,200,10,2,14,81
8583,Y,20170629,0,200,50,200,15,32,30,200,12,0,0,0
8584,Y,20170629,0,200,50,200,15,32,60,200,11,0,1,0
8585,Y,20170629,0,200,50,200,15,32,90,200,2,10,0,0
8586,Y,20170629,0,200,50,200,15,32,120,200,1,11,0,0
8587,Y,20170629,0,200,50,200,15,32,150,200,0,12,0,0
8588,Y,20170629,0,200,50,200,15,32,180,200,0,11,2,0
8589,Y,20170629,0,200,50,200,15,32,210,200,0,11,1,0
8590,Y,20170629,200,200,50,200,15,32,200,200,16,4,39,113
8591,Y,20170629,200,200,50,200,15,32,210,200,1,3,0,0
8592,Y,20170629,200,200,50,200,15,32,220,200,2,2,0,0
8593,Y,20170629,200,200,50,200,15,32,224,200,6,10,0,0
8594,Y,20170629,200,200,50,200,15,32,230,200,0,4,0,0
8595,Y,20170629,200,200,50,200,15,32,240,200,0,4,0,0
8596,Y,20170629,200,200,50,200,15,32,248,200,5,9,0,0
8597,Y,20170629,200,200,50,200,15,32,250,200,1,3,0,0
8598,Y,20170629,200,200,50,200,15,32,260,200,0,4,0,0
8599,Y,20170629,200,200,50,200,15,32,270,200,0,4,0,0
8600,Y,20170629,200,200,50,200,15,32,272,200,5,9,1,0
8601,Y,20170629,200,200,50,200,15,32,297,200,3,11,1,0
8602,Y,20170629,200,200,50,200,15,32,321,200,0,16,0,0
8603,Y,20170629,200,200,50,200,15,32,345,200,0,15,1,0
8604,Y,20170629,200,200,50,200,15,32,370,200,0,14,0,0
8605,Y,20170629,400,200,50,200,15,32,400,200,12,3,34,99
8606,Y,20170629,400,200,50,200,15,32,420,200,12,3,2,0
8607,Y,20170629,400,200,50,200,15,32,440,200,6,10,0,0
8608,Y,20170629,400,200,50,200,15,32,460,200,3,14,1,0
8609,Y,20170629,400,200,50,200,15,32,480,200,2,15,1,0
8610,Y,20170629,400,200,50,200,15,32,500,200,3,13,0,0
8611,Y,20170629,400,200,50,200,15,32,520,200,0,16,0,0
8612,Y,20170629,400,200,50,200,15,32,540,200,0,16,0,0
8613,Y,20170630,0,200,50,200,15,16,0,200,6,0,6,48
8614,Y,20170630,0,200,50,200,15,16,30,200,6,1,0,0
8615,Y,20170630,0,200,50,200,15,16,60,200,7,0,1,0
8616,Y,20170630,0,200,50,200,15,16,90,200,5,1,0,0
8617,Y,20170630,0,200,50,200,15,16,120,200,0,6,0,0
8618,Y,20170630,0,200,50,200,15,16,150,200,0,5,1,0
8619,Y,20170630,0,200,50,200,15,16,180,200,0,6,0,0
8620,Y,20170630,0,200,50,200,15,16,210,200,0,6,0,0
8621,Y,20170630,0,200,50,200,15,32,0,200,10,0,14,75
8622,Y,20170630,0,200,50,200,15,32,31,200,11,0,0,0
8623,Y,20170630,0,200,50,200,15,32,62,200,9,2,0,0
8624,Y,20170630,0,200,50,200,15,32,94,200,6,3,1,0
8625,Y,20170630,0,200,50,200,15,32,125,200,0,11,1,0
8626,Y,20170630,0,200,50,200,15,32,157,200,0,10,0,0
8627,Y,20170630,0,200,50,200,15,32,188,200,0,10,0,0
8628,Y,20170630,0,200,50,200,15,32,220,200,0,10,0,0
8629,Y,20170630,200,200,50,200,15,32,200,200,9,5,25,80
8630,Y,20170630,200,200,50,200,15,32,210,200,9,3,0,0
8631,Y,20170630,200,200,50,200,15,32,220,200,4,8,0,0
8632,Y,20170630,200,200,50,200,15,32,230,200,1,12,1,0
8633,Y,20170630,200,200,50,200,15,32,240,200,2,11,0,0
8634,Y,20170630,200,200,50,200,15,32,250,200,1,12,1,0
8635,Y,20170630,200,200,50,200,15,32,260,200,1,12,0,0
8636,Y,20170630,200,200,50,200,15,32,270,200,1,10,3,0
8637,Y,20170630,400,200,50,200,15,32,400,200,7,3,29,51
8638,Y,20170630,400,200,50,200,15,32,420,200,9,2,0,0
8639,Y,20170630,400,200,50,200,15,32,440,200,8,2,0,0
8640,Y,20170630,400,200,50,200,15,32,460,200,6,5,0,0
8641,Y,20170630,400,200,50,200,15,32,480,200,4,6,0,0
8642,Y,20170630,400,200,50,200,15,32,500,200,1,9,0,0
8643,Y,20170630,400,200,50,200,15,32,520,200,0,10,0,0
8644,Y,20170630,400,200,50,200,15,32,540,200,0,10,0,0
8645,Y,20170630,600,200,50,200,15,32,600,200,7,4,23,59
8646,Y,20170630,600,200,50,200,15,32,630,200,2,7,1,0
8647,Y,20170630,600,200,50,200,15,32,660,200,2,8,1,0
8648,Y,20170630,600,200,50,200,15,32,690,200,1,8,1,0
8649,Y,20170630,600,200,50,200,15,32,720,200,0,10,0,0
8650,Y,20170630,600,200,50,200,15,32,750,200,0,9,1,0
8651,Y,20170630,600,200,50,200,15,32,780,200,0,10,0,0
8652,Y,20170630,600,200,50,200,15,32,810,200,0,10,0,0
8653,Y,20170703,0,200,50,200,15,32,0,200,9,1,24,79
8654,Y,20170703,0,200,50,200,15,32,30,200,7,1,4,0
8655,Y,20170703,0,200,50,200,15,32,60,200,11,0,2,0
8656,Y,20170703,0,200,50,200,15,32,90,200,6,5,2,0
8657,Y,20170703,0,200,50,200,15,32,120,200,0,10,2,0
8658,Y,20170703,0,200,50,200,15,32,150,200,0,13,0,0
8659,Y,20170703,0,200,50,200,15,32,180,200,0,9,3,0
8660,Y,20170703,0,200,50,200,15,32,210,200,0,10,2,0
8661,Y,20170703,200,200,50,200,15,32,200,200,6,6,29,70
8662,Y,20170703,200,200,50,200,15,32,210,200,7,5,2,0
8663,Y,20170703,200,200,50,200,15,32,220,200,3,7,3,0
8664,Y,20170703,200,200,50,200,15,32,230,200,3,8,1,0
8665,Y,20170703,200,200,50,200,15,32,240,200,0,10,2,0
8666,Y,20170703,200,200,50,200,15,32,250,200,1,11,0,0
8667,Y,20170703,200,200,50,200,15,32,260,200,1,11,0,0
8668,Y,20170703,200,200,50,200,15,32,270,200,0,12,1,0
8669,Y,20170703,400,200,50,200,15,32,400,200,2,3,57,21
8670,Y,20170703,400,200,50,200,15,32,420,200,3,3,3,0
8671,Y,20170703,400,200,50,200,15,32,440,200,2,5,2,0
8672,Y,20170703,400,200,50,200,15,32,460,200,1,5,3,0
8673,Y,20170703,400,200,50,200,15,32,480,200,1,6,2,0
8674,Y,20170703,400,200,50,200,15,32,500,200,1,8,1,0
8675,Y,20170703,400,200,50,200,15,32,520,200,1,5,3,0
8676,Y,20170703,400,200,50,200,15,32,540,200,1,6,3,0
8677,Y,20170704,0,200,50,200,15,16,0,200,11,0,4,82
8678,Y,20170704,0,200,50,200,15,16,30,200,10,0,1,0
8679,Y,20170704,0,200,50,200,15,16,60,200,11,0,0,0
8680,Y,20170704,0,200,50,200,15,16,90,200,1,10,0,0
8681,Y,20170704,0,200,50,200,15,16,120,200,0,10,1,0
8682,Y,20170704,0,200,50,200,15,16,150,200,0,10,1,0
8683,Y,20170704,0,200,50,200,15,16,180,200,0,10,0,0
8684,Y,20170704,0,200,50,200,15,16,210,200,0,11,0,0
8685,Y,20170704,200,200,50,200,15,16,200,200,6,1,12,49
8686,Y,20170704,200,200,50,200,15,16,210,200,4,3,0,0
8687,Y,20170704,200,200,50,200,15,16,220,200,4,4,0,0
8688,Y,20170704,200,200,50,200,15,16,230,200,0,8,0,0
8689,Y,20170704,200,200,50,200,15,16,240,200,0,8,0,0
8690,Y,20170704,200,200,50,200,15,16,250,200,0,8,0,0
8691,Y,20170704,200,200,50,200,15,16,260,200,0,6,0,0
8692,Y,20170704,200,200,50,200,15,16,270,200,0,8,0,0
8693,Y,20170704,200,200,50,200,15,32,200,200,5,4,28,42
8694,Y,20170704,200,200,50,200,15,32,210,200,3,4,2,0
8695,Y,20170704,200,200,50,200,15,32,220,200,1,6,1,0
8696,Y,20170704,200,200,50,200,15,32,230,200,1,5,2,0
8697,Y,20170704,200,200,50,200,15,32,240,200,1,6,2,0
8698,Y,20170704,200,200,50,200,15,32,250,200,2,4,2,0
8699,Y,20170704,200,200,50,200,15,32,260,200,0,5,3,0
8700,Y,20170704,200,200,50,200,15,32,270,200,0,7,2,0
8701,Y,20170704,400,200,50,200,15,16,400,200,9,3,20,76
8702,Y,20170704,400,200,50,200,15,16,420,200,4,8,0,0
8703,Y,20170704,400,200,50,200,15,16,440,200,6,6,0,0
8704,Y,20170704,400,200,50,200,15,16,460,200,4,9,0,0
8705,Y,20170704,400,200,50,200,15,16,480,200,2,10,0,0
8706,Y,20170704,400,200,50,200,15,16,500,200,1,11,0,0
8707,Y,20170704,400,200,50,200,15,16,520,200,0,13,1,0
8708,Y,20170704,400,200,50,200,15,16,540,200,0,11,1,0
8709,Y,20170704,600,200,50,200,15,16,600,200,4,3,37,34
8710,Y,20170704,600,200,50,200,15,16,615,200,4,3,1,0
8711,Y,20170704,600,200,50,200,15,16,631,200,3,6,0,0
8712,Y,20170704,600,200,50,200,15,16,647,200,2,4,3,0
8713,Y,20170704,600,200,50,200,15,16,662,200,3,3,2,0
8714,Y,20170704,600,200,50,200,15,16,678,200,1,6,2,0
8715,Y,20170704,600,200,50,200,15,16,694,200,2,4,2,0
8716,Y,20170704,600,200,50,200,15,16,710,200,0,8,1,0
8717,Y,20170705,0,200,50,200,15,32,0,200,10,0,9,85
8718,Y,20170705,0,200,50,200,15,32,30,200,12,0,0,0
8719,Y,20170705,0,200,50,200,15,32,60,200,8,0,4,0
8720,Y,20170705,0,200,50,200,15,32,90,200,6,5,1,0
8721,Y,20170705,0,200,50,200,15,32,120,200,2,10,0,0
8722,Y,20170705,0,200,50,200,15,32,150,200,1,11,0,0
8723,Y,20170705,0,200,50,200,15,32,180,200,1,9,2,0
8724,Y,20170705,0,200,50,200,15,32,210,200,0,12,0,0
8725,Y,20170705,200,200,50,200,15,32,200,200,7,3,21,56
8726,Y,20170705,200,200,50,200,15,32,210,200,2,8,0,0
8727,Y,20170705,200,200,50,200,15,32,220,200,1,9,0,0
8728,Y,20170705,200,200,50,200,15,32,230,200,0,10,0,0
8729,Y,20170705,200,200,50,200,15,32,240,200,1,9,0,0
8730,Y,20170705,200,200,50,200,15,32,250,200,0,8,0,0
8731,Y,20170705,200,200,50,200,15,32,260,200,0,9,1,0
8732,Y,20170705,200,200,50,200,15,32,270,200,1,9,0,0
8733,Y,20170705,400,200,50,200,15,32,400,200,8,3,31,57
8734,Y,20170705,400,200,50,200,15,32,420,200,5,6,0,0
8735,Y,20170705,400,200,50,200,15,32,440,200,3,7,1,0
8736,Y,20170705,400,200,50,200,15,32,460,200,4,7,1,0
8737,Y,20170705,400,200,50,200,15,32,480,200,3,7,0,0
8738,Y,20170705,400,200,50,200,15,32,500,200,1,8,1,0
8739,Y,20170705,400,200,50,200,15,32,520,200,1,9,1,0
8740,Y,20170705,400,200,50,200,15,32,540,200,0,10,0,0
8741,Y,20170705,600,200,50,200,15,32,600,200,7,6,53,65
8742,Y,20170705,600,200,50,200,15,32,615,200,3,10,1,0
8743,Y,20170705,600,200,50,200,15,32,631,200,4,9,1,0
8744,Y,20170705,600,200,50,200,15,32,647,200,2,11,1,0
8745,Y,20170705,600,200,50,200,15,32,662,200,4,9,1,0
8746,Y,20170705,600,200,50,200,15,32,678,200,2,12,0,0
8747,Y,20170705,600,200,50,200,15,32,694,200,0,12,2,0
8748,Y,20170705,600,200,50,200,15,32,710,200,1,14,0,0
8749,Y,20170706,0,200,50,200,15,16,0,200,7,1,13,62
8750,Y,20170706,0,200,50,200,15,16,30,200,8,1,1,0
8751,Y,20170706,0,200,50,200,15,16,60,200,9,0,0,0
8752,Y,20170706,0,200,50,200,15,16,90,200,9,1,0,0
8753,Y,20170706,0,200,50,200,15,16,120,200,8,0,0,0
8754,Y,20170706,0,200,50,200,15,16,150,200,7,2,1,0
8755,Y,20170706,0,200,50,200,15,16,180,200,5,2,1,0
8756,Y,20170706,0,200,50,200,15,16,210,200,10,0,0,0
8757,Y,20170706,200,200,50,200,15,16,200,200,12,0,3,104
8758,Y,20170706,200,200,50,200,15,16,210,200,14,0,0,0
8759,Y,20170706,200,200,50,200,15,16,220,200,9,3,0,0
8760,Y,20170706,200,200,50,200,15,16,230,200,6,7,0,0
8761,Y,20170706,200,200,50,200,15,16,240,200,4,10,0,0
8762,Y,20170706,200,200,50,200,15,16,250,200,1,13,0,0
8763,Y,20170706,200,200,50,200,15,16,260,200,0,12,1,0
8764,Y,20170706,200,200,50,200,15,16,270,200,0,13,0,0
8765,Y,20170706,400,200,50,200,15,16,400,200,9,1,21,60
8766,Y,20170706,400,200,50,200,15,16,420,200,8,3,0,0
8767,Y,20170706,400,200,50,200,15,16,440,200,9,1,0,0
8768,Y,20170706,400,200,50,200,15,16,460,200,4,6,0,0
8769,Y,20170706,400,200,50,200,15,16,480,200,2,8,0,0
8770,Y,20170706,400,200,50,200,15,16,500,200,0,10,0,0
8771,Y,20170706,400,200,50,200,15,16,520,200,0,10,0,0
8772,Y,20170706,400,200,50,200,15,16,540,200,0,11,0,0
8773,Y,20170706,600,200,50,200,15,16,600,200,11,7,43,100
8774,Y,20170706,600,200,50,200,15,16,615,200,6,10,0,0
8775,Y,20170706,600,200,50,200,15,16,631,200,8,10,0,0
8776,Y,20170706,600,200,50,200,15,16,647,200,3,15,0,0
8777,Y,20170706,600,200,50,200,15,16,662,200,6,12,0,0
8778,Y,20170706,600,200,50,200,15,16,678,200,3,14,1,0
8779,Y,20170706,600,200,50,200,15,16,694,200,2,14,2,0
8780,Y,20170706,600,200,50,200,15,16,710,200,2,15,0,0
8781,Y,20170711,0,200,50,200,15,16,0,200,12,0,10,106
8782,Y,20170711,0,200,50,200,15,16,30,200,14,0,0,0
8783,Y,20170711,0,200,50,200,15,16,60,200,11,1,2,0
8784,Y,20170711,0,200,50,200,15,16,90,200,8,5,1,0
8785,Y,20170711,0,200,50,200,15,16,120,200,1,13,0,0
8786,Y,20170711,0,200,50,200,15,16,150,200,1,11,2,0
8787,Y,20170711,0,200,50,200,15,16,180,200,0,14,0,0
8788,Y,20170711,0,200,50,200,15,16,210,200,0,14,1,0
8789,Y,20170711,200,200,50,200,15,16,200,200,10,0,6,72
8790,Y,20170711,200,200,50,200,15,16,210,200,10,0,0,0
8791,Y,20170711,200,200,50,200,15,16,220,200,7,2,0,0
8792,Y,20170711,200,200,50,200,15,16,230,200,1,9,0,0
8793,Y,20170711,200,200,50,200,15,16,240,200,1,8,1,0
8794,Y,20170711,200,200,50,200,15,16,250,200,0,9,1,0
8795,Y,20170711,200,200,50,200,15,16,260,200,0,7,1,0
8796,Y,20170711,200,200,50,200,15,16,270,200,1,9,0,0
8797,Y,20170711,400,200,50,200,15,16,400,200,7,6,49,72
8798,Y,20170711,400,200,50,200,15,16,420,200,7,6,2,0
8799,Y,20170711,400,200,50,200,15,16,440,200,12,4,0,0
8800,Y,20170711,400,200,50,200,15,16,460,200,8,7,0,0
8801,Y,20170711,400,200,50,200,15,16,480,200,3,10,1,0
8802,Y,20170711,400,200,50,200,15,16,500,200,0,15,0,0
8803,Y,20170711,400,200,50,200,15,16,520,200,1,12,2,0
8804,Y,20170711,400,200,50,200,15,16,540,200,1,13,1,0
8805,Y,20170712,0,200,50,200,15,32,0,200,12,0,10,100
8806,Y,20170712,0,200,50,200,15,32,30,200,14,0,0,0
8807,Y,20170712,0,200,50,200,15,32,60,200,12,0,1,0
8808,Y,20170712,0,200,50,200,15,32,90,200,4,8,2,0
8809,Y,20170712,0,200,50,200,15,32,120,200,1,11,0,0
8810,Y,20170712,0,200,50,200,15,32,150,200,0,13,1,0
8811,Y,20170712,0,200,50,200,15,32,180,200,0,12,2,0
8812,Y,20170712,0,200,50,200,15,32,210,200,1,13,0,0
8813,Y,20170712,200,200,50,200,15,32,200,200,10,3,28,81
8814,Y,20170712,200,200,50,200,15,32,210,200,4,10,0,0
8815,Y,20170712,200,200,50,200,15,32,220,200,1,12,0,0
8816,Y,20170712,200,200,50,200,15,32,230,200,3,11,0,0
8817,Y,20170712,200,200,50,200,15,32,240,200,3,9,0,0
8818,Y,20170712,200,200,50,200,15,32,250,200,0,14,0,0
8819,Y,20170712,200,200,50,200,15,32,260,200,0,13,1,0
8820,Y,20170712,200,200,50,200,15,32,270,200,0,12,1,0
8821,Y,20170712,400,200,50,200,15,32,400,200,9,4,35,67
8822,Y,20170712,400,200,50,200,15,32,420,200,5,8,0,0
8823,Y,20170712,400,200,50,200,15,32,440,200,9,5,0,0
8824,Y,20170712,400,200,50,200,15,32,460,200,3,9,0,0
8825,Y,20170712,400,200,50,200,15,32,480,200,1,12,0,0
8826,Y,20170712,400,200,50,200,15,32,500,200,4,7,1,0
8827,Y,20170712,400,200,50,200,15,32,520,200,1,11,0,0
8828,Y,20170712,400,200,50,200,15,32,540,200,0,12,0,0
8829,Y,20170712,600,200,50,200,15,32,600,200,3,6,49,27
8830,Y,20170712,600,200,50,200,15,32,615,200,2,5,3,0
8831,Y,20170712,600,200,50,200,15,32,631,200,2,7,1,0
8832,Y,20170712,600,200,50,200,15,32,647,200,0,9,1,0
8833,Y,20170712,600,200,50,200,15,32,662,200,1,6,2,0
8834,Y,20170712,600,200,50,200,15,32,678,200,0,9,1,0
8835,Y,20170712,600,200,50,200,15,32,694,200,1,7,1,0
8836,Y,20170712,600,200,50,200,15,32,710,200,0,6,2,0
8837,Y,20170717,0,200,50,200,15,32,0,200,10,0,10,83
8838,Y,20170717,0,200,50,200,15,32,30,200,10,0,1,0
8839,Y,20170717,0,200,50,200,15,32,60,200,12,0,0,0
8840,Y,20170717,0,200,50,200,15,32,90,200,0,12,0,0
8841,Y,20170717,0,200,50,200,15,32,120,200,0,12,0,0
8842,Y,20170717,0,200,50,200,15,32,150,200,0,12,0,0
8843,Y,20170717,0,200,50,200,15,32,180,200,0,12,0,0
8844,Y,20170717,0,200,50,200,15,32,210,200,0,11,1,0
8845,Y,20170717,200,200,50,200,15,32,200,200,8,2,12,71
8846,Y,20170717,200,200,50,200,15,32,210,200,4,6,0,0
8847,Y,20170717,200,200,50,200,15,32,220,200,3,8,0,0
8848,Y,20170717,200,200,50,200,15,32,230,200,0,10,0,0
8849,Y,20170717,200,200,50,200,15,32,240,200,0,11,0,0
8850,Y,20170717,200,200,50,200,15,32,250,200,0,10,1,0
8851,Y,20170717,200,200,50,200,15,32,260,200,0,11,0,0
8852,Y,20170717,200,200,50,200,15,32,270,200,1,9,0,0
8853,Y,20170717,400,200,50,200,15,32,400,200,13,1,27,85
8854,Y,20170717,400,200,50,200,15,32,420,200,5,9,0,0
8855,Y,20170717,400,200,50,200,15,32,440,200,4,10,0,0
8856,Y,20170717,400,200,50,200,15,32,460,200,2,12,0,0
8857,Y,20170717,400,200,50,200,15,32,480,200,0,13,0,0
8858,Y,20170717,400,200,50,200,15,32,500,200,1,13,0,0
8859,Y,20170717,400,200,50,200,15,32,520,200,0,14,0,0
8860,Y,20170717,400,200,50,200,15,32,540,200,0,14,0,0
8861,Y,20170717,600,200,50,200,15,32,600,200,3,4,50,25
8862,Y,20170717,600,200,50,200,15,32,615,200,4,6,0,0
8863,Y,20170717,600,200,50,200,15,32,631,200,1,8,1,0
8864,Y,20170717,600,200,50,200,15,32,647,200,4,3,3,0
8865,Y,20170717,600,200,50,200,15,32,662,200,0,8,2,0
8866,Y,20170717,600,200,50,200,15,32,678,200,0,9,0,0
8867,Y,20170717,600,200,50,200,15,32,694,200,0,9,1,0
8868,Y,20170717,600,200,50,200,15,32,710,200,1,6,1,0
8869,Y,20170718,0,200,50,200,15,16,0,200,8,1,27,47
8870,Y,20170718,0,200,50,200,15,16,30,200,5,3,1,0
8871,Y,20170718,0,200,50,200,15,16,60,200,6,4,0,0
8872,Y,20170718,0,200,50,200,15,16,90,200,7,2,1,0
8873,Y,20170718,0,200,50,200,15,16,120,200,8,1,0,0
8874,Y,20170718,0,200,50,200,15,16,150,200,7,2,0,0
8875,Y,20170718,0,200,50,200,15,16,180,200,6,2,1,0
8876,Y,20170718,0,200,50,200,15,16,210,200,3,2,3,0
8877,Y,20170718,0,200,50,200,15,32,0,200,7,0,7,61
8878,Y,20170718,0,200,50,200,15,32,30,200,8,0,1,0
8879,Y,20170718,0,200,50,200,15,32,60,200,7,0,1,0
8880,Y,20170718,0,200,50,200,15,32,90,200,5,3,0,0
8881,Y,20170718,0,200,50,200,15,32,120,200,0,8,0,0
8882,Y,20170718,0,200,50,200,15,32,150,200,1,8,0,0
8883,Y,20170718,0,200,50,200,15,32,180,200,0,9,0,0
8884,Y,20170718,0,200,50,200,15,32,210,200,0,9,0,0
8885,Y,20170718,200,200,50,200,15,16,200,200,8,1,10,67
8886,Y,20170718,200,200,50,200,15,16,210,200,8,1,0,0
8887,Y,20170718,200,200,50,200,15,16,220,200,8,2,0,0
8888,Y,20170718,200,200,50,200,15,16,230,200,4,6,0,0
8889,Y,20170718,200,200,50,200,15,16,240,200,2,8,0,0
8890,Y,20170718,200,200,50,200,15,16,250,200,0,10,0,0
8891,Y,20170718,200,200,50,200,15,16,260,200,0,9,1,0
8892,Y,20170718,200,200,50,200,15,16,270,200,0,10,0,0
8893,Y,20170718,400,200,50,200,15,16,400,200,13,1,32,87
8894,Y,20170718,400,200,50,200,15,16,420,200,8,7,1,0
8895,Y,20170718,400,200,50,200,15,16,440,200,1,13,0,0
8896,Y,20170718,400,200,50,200,15,16,460,200,2,14,0,0
8897,Y,20170718,400,200,50,200,15,16,480,200,1,12,1,0
8898,Y,20170718,400,200,50,200,15,16,500,200,1,15,0,0
8899,Y,20170718,400,200,50,200,15,16,520,200,0,15,0,0
8900,Y,20170718,400,200,50,200,15,16,540,200,0,14,1,0
8901,Y,20170718,600,200,50,200,15,16,600,200,5,5,39,41
8902,Y,20170718,600,200,50,200,15,16,615,200,7,3,1,0
8903,Y,20170718,600,200,50,200,15,16,631,200,6,4,0,0
8904,Y,20170718,600,200,50,200,15,16,647,200,1,9,0,0
8905,Y,20170718,600,200,50,200,15,16,662,200,1,9,0,0
8906,Y,20170718,600,200,50,200,15,16,678,200,0,10,0,0
8907,Y,20170718,600,200,50,200,15,16,694,200,0,11,0,0
8908,Y,20170718,600,200,50,200,15,16,710,200,3,7,0,0
8909,Y,20170719,0,200,50,200,15,32,0,200,11,1,2,82
8910,Y,20170719,0,200,50,200,15,32,30,200,11,0,1,0
8911,Y,20170719,0,200,50,200,15,32,60,200,10,0,0,0
8912,Y,20170719,0,200,50,200,15,32,90,200,3,6,1,0
8913,Y,20170719,0,200,50,200,15,32,120,200,0,10,0,0
8914,Y,20170719,0,200,50,200,15,32,150,200,0,10,0,0
8915,Y,20170719,0,200,50,200,15,32,180,200,0,10,0,0
8916,Y,20170719,0,200,50,200,15,32,210,200,0,11,0,0
8917,Y,20170719,200,200,50,200,15,32,200,200,11,2,16,81
8918,Y,20170719,200,200,50,200,15,32,210,200,9,2,1,0
8919,Y,20170719,200,200,50,200,15,32,220,200,3,9,0,0
8920,Y,20170719,200,200,50,200,15,32,230,200,4,8,1,0
8921,Y,20170719,200,200,50,200,15,32,240,200,1,11,0,0
8922,Y,20170719,200,200,50,200,15,32,250,200,1,10,1,0
8923,Y,20170719,200,200,50,200,15,32,260,200,1,11,0,0
8924,Y,20170719,200,200,50,200,15,32,270,200,0,11,1,0
8925,Y,20170719,400,200,50,200,15,32,400,200,9,3,22,87
8926,Y,20170719,400,200,50,200,15,32,420,200,8,5,1,0
8927,Y,20170719,400,200,50,200,15,32,440,200,6,7,1,0
8928,Y,20170719,400,200,50,200,15,32,460,200,5,7,1,0
8929,Y,20170719,400,200,50,200,15,32,480,200,6,8,0,0
8930,Y,20170719,400,200,50,200,15,32,500,200,0,12,0,0
8931,Y,20170719,400,200,50,200,15,32,520,200,0,13,0,0
8932,Y,20170719,400,200,50,200,15,32,540,200,3,10,0,0
8933,Y,20170719,600,200,50,200,15,32,600,200,2,7,53,29
8934,Y,20170719,600,200,50,200,15,32,615,200,3,6,1,0
8935,Y,20170719,600,200,50,200,15,32,631,200,4,4,4,0
8936,Y,20170719,600,200,50,200,15,32,647,200,3,5,2,0
8937,Y,20170719,600,200,50,200,15,32,662,200,2,7,1,0
8938,Y,20170719,600,200,50,200,15,32,678,200,0,6,4,0
8939,Y,20170719,600,200,50,200,15,32,694,200,1,7,2,0
8940,Y,20170719,600,200,50,200,15,32,710,200,0,7,3,0
8941,Y,20170720,0,200,50,200,15,16,0,200,8,1,21,63
8942,Y,20170720,0,200,50,200,15,16,30,200,7,3,0,0
8943,Y,20170720,0,200,50,200,15,16,60,200,8,2,0,0
8944,Y,20170720,0,200,50,200,15,16,90,200,7,2,1,0
